course_id,title,tags,level,android_url,ios_url,diamonds
I6U6o17fBWOIEfnJnfD3,Scams to Watch Out for in Malaysia (1/2),scam safety security,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,50
IFjQ1fvunxLpqNMjdJJt,Why Should Malaysians Care About Global News,news economics global,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,50
IHz3xTVqHfFZi3LrAKgS,How Zakat Supports the Islamic Economy,zakat islamic finance,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
IYeFbSAWU6nIM68EUNbw,How to Make Money with Stocks?,stocks investment income,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,60
If9fW0huRRUgOMK4gTzl,Who's Who in Property Transactions?,property real estate professionals,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,50
J3Hkr6Tm1WcrCTUb2boS,Assessing My Insurance Needs,insurance planning protection,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
JIJYTTpJYJzRY84BdMUr,Step-by-Step Guide to Buying Your First Property in Malaysia,property housing buying,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,70
JvB5yzn2s9YfkbVOMq78,Types of Property in Malaysia,property real estate types,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,50
KTZP7kxg5BOyBwZx8Ins,Budgeting & Freeing Your Money Mindset,budget mindset finance,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,60
KlCAbSRMTJEmdJKN4HMj,How to Start Investing in Malaysia,investment beginner finance,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
KloNvs8vd5hzIwz5aVbV,Making Passive Income for Retirement,retirement income investment,intermediate,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,75
L2kSgqfwTHS1jeRZb7IL,Caught in A Scam: Danial's Quick Response,scam safety response,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,45
LKqaUGBdxfAmVtbWtzOy,Applying Indices to Your Portfolio,investment stocks portfolio,intermediate,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,80
LUI4BOcpUcVI8NPn8ssN,Emergency Fund,savings emergency planning,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,50
MNdLaLii7Dtv1j21j9os,How Cryptocurrency Was Born: A Short History,crypto history digital,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
NXDuwv0E6bmmpwfIm9ae,Understanding Dividends in Stock Investing (2/2),stocks dividends investment,intermediate,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,65
OH8N1fBBDLVj0bRRrC2n,Savings Strategy,savings planning finance,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,50
ORcbCiKlq6iPiLbTrmLd,Debt Management,debt finance planning,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
OfH9VZN6WfqibbZeSg7O,When the Fed Sneezes We Catch a Cold,economics global interest rates,intermediate,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,70
PPeqUCKBfJIWLkjvSVnl,What to Decide Before Meeting a Property Agent,property real estate planning,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,50
PoD62gcwLa2DppXgsnmV,Understanding Budget Basics,budget basics finance,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,45
QMEU9tbBYBI46enK4884,Early 20s: Starting Your Insurance Journey,insurance young adults protection,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
R9S8OuOvkWxoLTnGSc9b,What is an Emergency & Retirement Fund?,savings retirement emergency,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,50
S01hFOvxhOw9fzRnaQc0,What is Islamic Banking?,banking islamic finance,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
S3JOSIroEd2caOEb897q,What are Different Types of Stocks?,stocks investment types,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
S3eEqjUCHtrNnFzYgE56,House Loan Insurance in Malaysia - What You Need to Know,property insurance loan,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,60
SLQcBfPOhWKMP7Pz91I3,Important Home Loan Approval Criteria: Debt-Service-Ratio,property loan finance,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,60
Ss9b6yPzCFCJuCA5HtFs,What Is Cryptocurrency? – Basics How It Works and How,crypto digital investment,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,65
Sxj8HDajjJmULwVrwhKI,Behind the Price Tag: The Power of Trade Agreements,economics trade global,intermediate,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,70
T5VMDVtSeB5agKfExMH1,Budgeting for Life Events,budget planning events,beginner,https://play.google.com/store/apps/details?id=com.vespid.mobileapp&hl=en,https://apps.apple.com/my/app/vespid/id6744089122,55
